차종,차량 유형,거래 구분,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02
Santa0Fe (DM),휴양용 차량,내수,5074.0,5985.0,7243.0,6517.0,7387.0,8969.0,4638.0,5609.0,7451.0,4027.0,5464.0,8518.0,3185.0,5968.0,5458.0,3886.0,4431.0,4443.0,3675.0,4439.0,3619.0,3861.0,4521.0,4142.0,2957.0,2494.0,1457.0,841.0,296.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (Long),휴양용 차량,내수,965.0,751.0,1126.0,1000.0,908.0,1169.0,505.0,524.0,558.0,562.0,474.0,1013.0,678.0,760.0,828.0,639.0,570.0,709.0,542.0,530.0,585.0,468.0,320.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.0,7023.0,8231.0,6759.0,6882.0,8192.0,7393.0,6858.0,7813.0,6676.0,7001.0,6369.0,3204.0,2978.0,5788.0,3468.0,5765.0,4901.0,6252.0,6224.0,4520.0,4003.0,5157.0,5318.0,4313.0,2781.0,4274.0,4096.0,3479.0,2780.0,2392.0,1281.0,853.0,2151.0,1478.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (TM),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,11619.0,10996.0,10372.0,9064.0,9891.0,9803.0,8326.0,9781.0,9001.0,8643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,831.0,988.0,1139.0,1376.0,1657.0,914.0,1352.0,1312.0,1137.0,1460.0,1916.0,1063.0,1240.0,1054.0,1136.0,1310.0,1323.0,963.0,968.0,263.0,161.0,79.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (TM HEV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,849.0,872.0,858.0,1101.0,1256.0,447.0,1182.0,1015.0,1585.0,1404.0,1895.0,1061.0,1536.0,1923.0,1638.0,1247.0,2030.0,1112.0,1257.0,547.0,224.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (NC),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,231.0,280.0,203.0,140.0,119.0,195.0,157.0,55.0,25.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,2041.0,1336.0,1343.0,1417.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (TM HEV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903.0,5769.0,6377.0,6583.0,3743.0,3127.0,3660.0,2304.0,2241.0,3087.0,4137.0,5368.0,5173.0,2618.0,6293.0,5873.0,4177.0,6895.0,6071.0,4433.0,5069.0,6514.0,5706.0,5969.0,3818.0,4045.0,5897.0,5777.0,5040.0,4964.0,4695.0,4011.0,3290.0,2582.0,4503.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa0Fe (MX5),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,4329.0,3277.0,1708.0,2011.0,2986.0,2441.0,1903.0,2077.0,1709.0,1460.0,1367.0,1347.0,1237.0,1553.0,2183.0,1049.0,1005.0,1174.0
Santa0Fe (MX5 HEV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4669.0,6949.0,5616.0,5028.0,4972.0,5981.0,3770.0,3896.0,3540.0,3881.0,4368.0,4077.0,5741.0,5393.0,5200.0,3814.0,3902.0
Palisade (LX2),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,406.0,737.0,4302.0,3900.0,4501.0,4461.0,4110.0,5760.0,3113.0,3269.0,3464.0,4147.0,4366.0,4344.0,3922.0,3539.0,4820.0,4096.0,3553.0,3164.0,3264.0,3752.0,2935.0,2825.0,3157.0,2066.0,1741.0,2365.0,1974.0,1789.0,1335.0,1273.0,1316.0,1529.0,1704.0,1517.0,2282.0,2142.0,1287.0,115.0
Palisade (LX3),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,3727.0
GV60 (JW),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,83.0,2287.0,2686.0,5093.0,4161.0,4336.0,4138.0,3792.0,2575.0,1805.0,2892.0,3379.0,3850.0,177.0,349.0,685.0,796.0,724.0,670.0,536.0,260.0,332.0,493.0,405.0,212.0,7.0,210.0,716.0,530.0,598.0,422.0,227.0,127.0,104.0,111.0,96.0,50.0,7.0,10.0,68.0,88.0,88.0,54.0,64.0,33.0,34.0,42.0,58.0,44.0,2.0,16.0
GV70 (JK),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415.0,2592.0,1813.0,1686.0,2315.0,1734.0,1894.0,1673.0,2108.0,2240.0,2598.0,3477.0,1146.0,2291.0,2675.0,2446.0,2288.0,3781.0,3209.0,2833.0,2743.0,3467.0,2819.0,2617.0,2195.0,1796.0,1145.0,1592.0,2010.0,4651.0,3803.0,3835.0,3324.0,3921.0,3137.0,2574.0,2734.0,2658.0
GV70 (JK EV),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,1176.0,3268.0,4324.0,4164.0,3728.0,3009.0,1810.0,2918.0,2743.0,3258.0,3472.0,1965.0,1190.0,2470.0,2321.0,1531.0,2070.0,2159.0,1231.0,1290.0,1828.0,3233.0,3303.0,0.0,0.0,94.0,414.0,544.0,485.0,337.0,331.0,240.0,173.0,234.0,100.0,3.0,177.0,302.0,320.0,327.0,247.0,206.0,94.0,121.0,240.0,91.0,31.0,37.0,9.0,98.0,74.0,56.0,42.0,36.0,44.0,19.0,29.0,18.0,24.0,5.0,91.0
GV80 (JX),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.0,1782.0,1959.0,1753.0,1635.0,1745.0,1931.0,1493.0,1527.0,1945.0,2214.0,3579.0,1881.0,1673.0,2786.0,2916.0,2737.0,2572.0,1900.0,1692.0,1507.0,885.0,3874.0,4437.0,4351.0,4275.0,4003.0,3703.0,2912.0,2637.0,2562.0,1965.0,2428.0,1902.0,3121.0,2394.0,2534.0,2488.0
GV80 Coupe (JX Coupe),휴양용 차량,내수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,377.0,301.0,381.0,401.0,226.0,275.0,196.0,182.0,126.0,241.0,165.0,158.0,154.0
LCV,상업용 차량,내수,12472.0,10246.0,14577.0,13315.0,13314.0,14366.0,12199.0,7919.0,7055.0,10118.0,13138.0,13928.0,11256.0,11532.0,14613.0,13125.0,13810.0,14283.0,12357.0,9921.0,11401.0,10853.0,13894.0,10064.0,10150.0,10527.0,13421.0,13681.0,12377.0,13568.0,12528.0,8750.0,11750.0,14242.0,13948.0,13233.0,13130.0,10378.0,14349.0,13805.0,12921.0,12213.0,13409.0,8434.0,7257.0,10775.0,11746.0,10975.0,10128.0,9143.0,12071.0,10645.0,9567.0,12050.0,13647.0,9069.0,11815.0,11777.0,11109.0,10363.0,10242.0,8994.0,13104.0,10540.0,10506.0,13611.0,12822.0,10987.0,7819.0,6817.0,10319.0,9889.0,8253.0,10052.0,6804.0,10810.0,11213.0,9431.0,11984.0,10749.0,11317.0,12481.0,10345.0,12431.0,9542.0,14515.0,14262.0,12475.0,11628.0,11751.0,11912.0,8927.0,8414.0,11843.0,12597.0,9589.0,7923.0,9233.0,11155.0,11287.0,9757.0,9613.0,8946.0,8304.0,7753.0,9617.0,8949.0,8836.0,5826.0,8375.0
HCV,상업용 차량,내수,2010.0,2256.0,2953.0,2934.0,2803.0,2836.0,2697.0,2085.0,2325.0,2875.0,2902.0,2648.0,2281.0,2923.0,3291.0,3076.0,2942.0,2915.0,2853.0,2511.0,2792.0,2239.0,2508.0,1947.0,2315.0,2200.0,2952.0,3030.0,2840.0,2700.0,2507.0,2253.0,1803.0,2400.0,2300.0,1951.0,2203.0,2101.0,2825.0,2900.0,2700.0,2403.0,2200.0,1703.0,1900.0,2300.0,2205.0,2002.0,2003.0,1833.0,2700.0,2602.0,2400.0,2450.0,2221.0,1813.0,2128.0,2315.0,2431.0,2173.0,2200.0,2244.0,2952.0,3125.0,2815.0,2704.0,2201.0,2006.0,1716.0,2296.0,2339.0,2060.0,1945.0,1802.0,2435.0,1681.0,2812.0,2890.0,2535.0,2338.0,2554.0,2727.0,2612.0,2375.0,1178.0,1227.0,2579.0,1826.0,2443.0,2550.0,2154.0,2209.0,2047.0,2347.0,2468.0,2124.0,1710.0,1763.0,2229.0,2341.0,2512.0,2518.0,2305.0,2369.0,2204.0,2490.0,2401.0,2022.0,1762.0,2141.0
Avante (CN7),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,7.0,594.0,2183.0,7481.0,13652.0,13369.0,11394.0,9886.0,7772.0,11432.0,10892.0,6882.0,10958.0,7580.0,7913.0,9243.0,8016.0,10070.0,12130.0,11565.0,9129.0,11383.0,12394.0,10046.0,12032.0,14914.0,5617.0,14177.0,12625.0,13345.0,14891.0,13012.0,15452.0,14486.0,14714.0,14232.0,15191.0,13160.0,13015.0,11833.0,15295.0,14959.0,14060.0,16915.0,10835.0,16840.0,19376.0,18701.0,19533.0,13496.0,14832.0,13325.0,15664.0,13790.0,17241.0,10264.0,12460.0
Avante (CN7 HEV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,543.0,1374.0,769.0,973.0,808.0,321.0,647.0,1193.0,781.0,420.0,712.0,535.0,1195.0,2475.0,2036.0,1817.0,2516.0,1796.0,2589.0,3040.0,1808.0,3215.0,3158.0,2316.0,3622.0,2492.0,2792.0,2794.0,3416.0,2671.0,2715.0,2857.0,2574.0,2615.0,2929.0,2776.0,3758.0,4789.0,1607.0,2506.0,2952.0,2577.0,2494.0,2384.0,3279.0,1753.0,3597.0,2822.0,2356.0,3720.0,4964.0
Avante (CN7 N),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,34.0,314.0,303.0,477.0,650.0,367.0,480.0,590.0,569.0,576.0,768.0,283.0,884.0,816.0,929.0,813.0,719.0,450.0,307.0,584.0,382.0,681.0,234.0,119.0,377.0,553.0,586.0,205.0,134.0,409.0,507.0,712.0,481.0,565.0,502.0,504.0,881.0,1106.0,906.0,698.0,667.0,809.0
Avante (AD),승용차,수출,16814.0,15610.0,22651.0,21903.0,19927.0,18170.0,12053.0,7869.0,9109.0,12691.0,17334.0,19135.0,14942.0,18395.0,17183.0,16299.0,14633.0,16723.0,13236.0,7257.0,12577.0,12217.0,14329.0,7569.0,11625.0,10762.0,11734.0,11015.0,14234.0,12113.0,10992.0,12965.0,12546.0,13891.0,15195.0,16206.0,3195.0,2768.0,3497.0,2387.0,2715.0,1961.0,3089.0,1791.0,575.0,413.0,179.0,110.0,10191.0,7269.0,11577.0,5980.0,6615.0,6048.0,5010.0,203.0,1.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accent (RB),승용차,수출,15537.0,9520.0,24138.0,20561.0,18843.0,22485.0,22730.0,11897.0,13463.0,23583.0,27357.0,29460.0,450.0,2.0,20664.0,21437.0,21856.0,21516.0,21878.0,11855.0,13725.0,10359.0,9863.0,6830.0,7195.0,5336.0,4255.0,6124.0,8288.0,5366.0,6325.0,5356.0,4124.0,3679.0,5199.0,3055.0,12919.0,9065.0,11673.0,16509.0,13640.0,14996.0,11829.0,9878.0,10293.0,13052.0,8298.0,10428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE HEV),승용차,수출,17.0,15.0,8.0,5.0,15.0,0.0,1140.0,1431.0,1733.0,3142.0,2721.0,4395.0,2600.0,3831.0,3924.0,3680.0,3215.0,4441.0,3907.0,2133.0,3259.0,2882.0,6908.0,3116.0,4006.0,3188.0,5527.0,5996.0,3668.0,1044.0,1728.0,3874.0,3448.0,7501.0,6178.0,6356.0,4269.0,3146.0,4164.0,4621.0,3096.0,2774.0,4236.0,3259.0,4238.0,2991.0,5661.0,5475.0,4427.0,1545.0,2945.0,1149.0,2285.0,2964.0,2003.0,1956.0,2595.0,3171.0,1955.0,2258.0,2873.0,2016.0,2381.0,2659.0,2334.0,2547.0,3211.0,2420.0,2629.0,3627.0,3526.0,2386.0,1959.0,964.0,1252.0,1156.0,615.0,1569.0,1680.0,169.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE PHEV),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11.0,4.0,0.0,359.0,693.0,428.0,230.0,187.0,219.0,549.0,989.0,674.0,1047.0,1033.0,944.0,1130.0,634.0,132.0,443.0,605.0,580.0,776.0,715.0,780.0,821.0,379.0,1157.0,1172.0,1102.0,1236.0,1407.0,835.0,1178.0,1357.0,1280.0,1089.0,475.0,596.0,985.0,663.0,659.0,1017.0,920.0,526.0,682.0,766.0,587.0,408.0,846.0,665.0,834.0,793.0,633.0,458.0,390.0,343.0,349.0,630.0,453.0,674.0,587.0,297.0,464.0,291.0,202.0,92.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONIQ (AE EV),승용차,수출,0.0,2.0,4.0,0.0,8.0,11.0,9.0,186.0,752.0,927.0,56.0,60.0,827.0,737.0,579.0,650.0,714.0,838.0,398.0,210.0,1509.0,1244.0,1032.0,726.0,873.0,582.0,1151.0,653.0,913.0,1273.0,1666.0,1544.0,2137.0,1535.0,1439.0,1630.0,1654.0,570.0,1279.0,1041.0,907.0,657.0,1581.0,1284.0,1271.0,2533.0,2039.0,1928.0,1403.0,1056.0,1749.0,1131.0,1093.0,1011.0,824.0,939.0,520.0,852.0,910.0,887.0,1246.0,1280.0,1195.0,761.0,788.0,799.0,825.0,252.0,626.0,594.0,320.0,391.0,470.0,677.0,544.0,764.0,746.0,596.0,792.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i30 (GD),승용차,수출,5802.0,4129.0,4545.0,4387.0,4687.0,5074.0,4285.0,1649.0,1528.0,3482.0,5378.0,5177.0,3021.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.0,1107.0,1523.0,1863.0,1070.0,1280.0,1452.0,1538.0,493.0,1278.0,699.0,1412.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i30 (PD),승용차,수출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.0,5975.0,4991.0,6749.0,6220.0,3859.0,5811.0,3104.0,3441.0,1891.0,2558.0,2549.0,3288.0,3883.0,4980.0,4012.0,3739.0,3296.0,2995.0,3514.0,4733.0,3682.0,3198.0,1284.0,2993.0,3716.0,3309.0,4154.0,4642.0,1904.0,2956.0,3162.0,2368.0,2357.0,2372.0,1472.0,2803.0,1087.0,1446.0,1090.0,1529.0,1314.0,2099.0,1649.0,2667.0,1608.0,1821.0,1400.0,1480.0,1404.0,1604.0,1811.0,2284.0,1265.0,1366.0,1707.0,881.0,1204.0,1835.0,2078.0,1273.0,1410.0,1265.0,1142.0,1157.0,676.0,975.0,1045.0,1247.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
